time_s,true_yaw_rate_deg_s,raw_yaw_rate_deg_s,true_yaw_angle_deg,raw_yaw_angle_deg,true_pitch_rate_deg_s,raw_pitch_rate_deg_s,true_pitch_angle_deg,raw_pitch_angle_deg,true_roll_rate_deg_s,raw_roll_rate_deg_s,true_roll_angle_deg,raw_roll_angle_deg
2.0507,-26.3813,-26.0311,25.3163,25.5709,7.5527,7.6456,0.3887,0.2081,-19.9329,-19.9847,6.3786,6.5351
2.0607,-26.8129,-26.4076,25.0502,25.3087,7.4416,7.8108,0.4637,0.2854,-19.7438,-19.2672,6.1801,6.3388
2.0707,-27.2134,-27.3615,24.78,25.0397,7.3033,6.9287,0.5374,0.3591,-19.5342,-19.0859,5.9837,6.147
2.0807,-27.5827,-27.4715,24.5059,24.7655,7.1391,6.6785,0.6097,0.4272,-19.3048,-19.6921,5.7894,5.953
2.0907,-27.9204,-27.9092,24.2283,24.4885,6.9507,7.0917,0.6802,0.496,-19.0563,-18.9395,5.5976,5.7598
2.1007,-28.2265,-27.6834,23.9475,24.2104,6.7399,6.7441,0.7486,0.5652,-18.7894,-19.0112,5.4083,5.57
2.1107,-28.5009,-28.3922,23.6638,23.9299,6.5086,7.0262,0.8149,0.6341,-18.505,-18.0383,5.2217,5.3847
2.1207,-28.7435,-28.5881,23.3774,23.6449,6.259,5.7502,0.8788,0.698,-18.204,-17.8048,5.0381,5.2054
2.1307,-28.9545,-28.7472,23.0889,23.3582,5.9933,5.4861,0.94,0.7542,-17.8873,-18.1251,4.8576,5.0257
2.1407,-29.134,-29.3769,22.7983,23.0675,5.7138,5.9444,0.9986,0.8114,-17.5558,-16.9632,4.6803,4.8502
2.1507,-29.2822,-28.9769,22.5061,22.7756,5.4229,5.3174,1.0543,0.8677,-17.2104,-17.1435,4.5064,4.6796
2.1607,-29.3993,-29.5809,22.2126,22.4827,5.1231,5.0871,1.107,0.9197,-16.8522,-17.0158,4.3361,4.5087
2.1707,-29.4857,-29.2807,21.9181,22.1883,4.817,4.5062,1.1568,0.9677,-16.4822,-16.2532,4.1693,4.3423
2.1807,-29.5417,-29.6093,21.6229,21.8938,4.5069,4.2468,1.2034,1.0115,-16.1014,-15.6951,4.0064,4.1825
2.1907,-29.5678,-29.0583,21.3272,21.6003,4.1956,4.2061,1.2469,1.0538,-15.7109,-15.6364,3.8473,4.0258
2.2007,-29.5644,-29.4031,21.0315,21.3079,3.8854,3.8989,1.2873,1.0943,-15.3119,-14.4446,3.6921,3.8754
2.2107,-29.5323,-28.803,20.7359,21.0168,3.5789,3.5178,1.3247,1.1314,-14.9053,-15.5396,3.541,3.7254
2.2207,-29.4719,-29.9921,20.4408,20.7227,3.2784,3.5157,1.359,1.1666,-14.4923,-14.2591,3.3939,3.5764
2.2307,-29.384,-28.8223,20.1464,20.4285,2.9862,2.7266,1.3903,1.1978,-14.074,-13.7264,3.251,3.4364
2.2407,-29.2693,-28.8613,19.853,20.14,2.7045,2.6692,1.4188,1.2248,-13.6516,-14.1305,3.1124,3.297
2.2508,-29.1285,-28.8908,19.5609,19.8512,2.4354,2.4893,1.4445,1.2506,-13.226,-13.4032,2.9779,3.1593
2.2608,-28.9625,-28.1504,19.2704,19.5659,2.1807,1.9567,1.4676,1.2728,-12.7985,-12.8291,2.8478,3.0281
2.2708,-28.7722,-29.0507,18.9816,19.2798,1.9422,1.3867,1.4882,1.2896,-12.3702,-12.965,2.7219,2.8991
2.2808,-28.5585,-28.3447,18.6949,18.9927,1.7215,1.9389,1.5065,1.3062,-11.9421,-12.7951,2.6003,2.7703
2.2908,-28.3223,-27.7982,18.4104,18.7119,1.5199,2.0454,1.5227,1.3261,-11.5152,-11.2423,2.4829,2.65
2.3008,-28.0647,-27.7325,18.1283,18.4341,1.3386,2.0503,1.537,1.3466,-11.0908,-11.1773,2.3699,2.5379
2.3108,-27.7867,-27.7502,17.849,18.1566,1.1786,1.1981,1.5496,1.3629,-10.6697,-10.1916,2.261,2.431
2.3208,-27.4893,-27.1449,17.5725,17.8821,1.0406,0.7672,1.5607,1.3727,-10.253,-10.4434,2.1564,2.3278
2.3308,-27.1736,-27.1482,17.2991,17.6105,0.925,1.0555,1.5705,1.3818,-9.8417,-9.2316,2.0559,2.2294
2.3408,-26.8408,-26.793,17.0289,17.3407,0.8323,1.1934,1.5793,1.3931,-9.4367,-9.301,1.9595,2.1367
2.3508,-26.4921,-26.5407,16.7622,17.074,0.7623,0.6423,1.5873,1.4022,-9.0389,-8.2057,1.8671,2.0492
2.3608,-26.1285,-25.6623,16.499,16.8129,0.7149,0.7258,1.5947,1.4091,-8.6493,-8.5973,1.7786,1.9651
2.3708,-25.7514,-25.5078,16.2395,16.5569,0.6897,0.3675,1.6017,1.4146,-8.2687,-8.4055,1.694,1.8801
2.3808,-25.3619,-24.4569,15.9839,16.307,0.6861,0.9134,1.6086,1.421,-7.8978,-7.6264,1.6131,1.7999
2.3908,-24.9612,-24.5571,15.7322,16.0619,0.7031,0.5976,1.6155,1.4285,-7.5374,-7.1861,1.5359,1.7258
2.4008,-24.5505,-24.8456,15.4845,15.8148,0.7398,0.3217,1.6228,1.4331,-7.1883,-6.8915,1.4623,1.6554
2.4108,-24.1312,-23.7404,15.241,15.5718,0.7947,0.93,1.6304,1.4394,-6.8511,-6.3056,1.392,1.5894
2.4208,-23.7044,-23.8811,15.0018,15.3336,0.8666,0.8407,1.6387,1.4482,-6.5263,-6.5673,1.3251,1.525
2.4308,-23.2714,-23.2043,14.7668,15.0981,0.9536,1.1768,1.6479,1.4583,-6.2147,-5.8681,1.2614,1.4628
2.4408,-22.8334,-22.6411,14.5362,14.8688,1.0541,0.8853,1.6579,1.4686,-5.9165,-5.2326,1.2007,1.4073
2.4508,-22.3917,-22.5688,14.31,14.6426,1.1661,1.2089,1.669,1.4791,-5.6324,-5.8167,1.143,1.352
2.4608,-21.9474,-21.949,14.0882,14.42,1.2875,1.2014,1.6813,1.4912,-5.3627,-5.2771,1.088,1.2965
2.4708,-21.5018,-21.554,13.8709,14.2024,1.4162,1.1267,1.6948,1.5028,-5.1078,-4.84,1.0356,1.2459
2.4808,-21.0561,-20.8638,13.6581,13.9902,1.5499,1.1728,1.7096,1.5143,-4.8678,-4.5041,0.9857,1.1992
2.4908,-20.6115,-20.4835,13.4497,13.7834,1.6863,1.6243,1.7258,1.5283,-4.6431,-4.1798,0.9381,1.1557
2.5008,-20.169,-20.0502,13.2457,13.5807,1.8231,1.5811,1.7434,1.5443,-4.4337,-4.1691,0.8927,1.114
2.5108,-19.7298,-19.0679,13.0461,13.385,1.958,1.6946,1.7623,1.5607,-4.2399,-3.8484,0.8493,1.0739
2.5208,-19.2951,-18.9824,12.8509,13.1947,2.0885,2.1502,1.7825,1.58,-4.0616,-4.2623,0.8078,1.0333
2.5308,-18.8659,-18.586,12.6601,13.0068,2.2123,1.6772,1.804,1.5991,-3.8987,-4.053,0.768,0.9917
2.5408,-18.4432,-17.964,12.4735,12.824,2.3271,2.4,1.8267,1.6195,-3.7513,-3.6434,0.7297,0.9532
2.5509,-18.028,-17.3193,12.291,12.6475,2.4308,2.1775,1.8505,1.6424,-3.6192,-3.861,0.6929,0.9157
2.5609,-17.6213,-17.0518,12.1127,12.4756,2.5211,3.1684,1.8753,1.6691,-3.5021,-3.2493,0.6573,0.8801
2.5709,-17.224,-17.3905,11.9385,12.3033,2.5961,2.8285,1.9009,1.6991,-3.3999,-3.4867,0.6227,0.8464
2.5809,-16.837,-16.5285,11.7681,12.1337,2.6538,2.8133,1.9272,1.7273,-3.3121,-3.2655,0.5892,0.8127
2.5909,-16.4611,-16.0789,11.6015,11.9706,2.6926,2.6127,1.9539,1.7545,-3.2385,-3.0456,0.5564,0.7811
2.6009,-16.0971,-15.658,11.4387,11.8119,2.7108,2.3627,1.9809,1.7794,-3.1786,-2.4374,0.5243,0.7537
2.6109,-15.7457,-15.6381,11.2794,11.6553,2.7071,2.5732,2.008,1.804,-3.1319,-3.0415,0.4927,0.7263
2.6209,-15.4077,-15.2361,11.1236,11.5009,2.6802,2.6801,2.035,1.8303,-3.0979,-2.8432,0.4616,0.6968
2.6309,-15.0836,-15.1995,10.9711,11.3487,2.6292,2.8225,2.0615,1.8578,-3.0761,-2.8807,0.4307,0.6682
2.6409,-14.7741,-14.7347,10.8218,11.199,2.5532,2.5132,2.0874,1.8845,-3.0657,-2.8325,0.4,0.6396
2.6509,-14.4796,-14.6795,10.6755,11.0518,2.4517,2.2561,2.1125,1.9084,-3.0662,-3.0858,0.3693,0.61
2.6609,-14.2007,-13.6685,10.532,10.91,2.3244,2.1001,2.1364,1.9302,-3.0768,-3.1092,0.3386,0.5791
2.6709,-13.9376,-13.9435,10.3913,10.7719,2.1711,2.0866,2.1588,1.9511,-3.0968,-3.2793,0.3077,0.5471
2.6809,-13.6909,-13.8207,10.2531,10.6331,1.992,1.6013,2.1797,1.9696,-3.1254,-3.3444,0.2766,0.514
2.6909,-13.4607,-13.2221,10.1173,10.4978,1.7875,1.6103,2.1986,1.9856,-3.1618,-3.0397,0.2451,0.482
2.7009,-13.2473,-13.0653,9.9837,10.3663,1.5581,1.8329,2.2153,2.0028,-3.2051,-3.0736,0.2133,0.4515
2.7109,-13.0509,-13.1068,9.8522,10.2354,1.3047,1.0962,2.2296,2.0175,-3.2544,-3.4336,0.181,0.4189
2.7209,-12.8716,-12.6086,9.7225,10.1068,1.0284,1.1092,2.2413,2.0285,-3.3089,-2.8197,0.1482,0.3876
2.7309,-12.7094,-12.7473,9.5946,9.98,0.7305,0.4314,2.2501,2.0362,-3.3676,-3.3947,0.1148,0.3566
2.7409,-12.5644,-12.2614,9.4681,9.8549,0.4123,0.888,2.2558,2.0428,-3.4295,-3.5182,0.0808,0.322
2.7509,-12.4363,-12.2944,9.3431,9.7321,0.0756,-0.137,2.2582,2.0466,-3.4938,-3.6782,0.0461,0.286
2.7609,-12.3252,-12.11,9.2192,9.61,-0.2778,-0.4379,2.2572,2.0437,-3.5594,-3.3319,0.0109,0.2509
2.7709,-12.2308,-12.1951,9.0964,9.4885,-0.6458,-0.9128,2.2526,2.037,-3.6254,-3.5084,-0.0251,0.2167
2.7809,-12.1528,-12.2037,8.9745,9.3664,-1.0263,-1.4743,2.2443,2.025,-3.6908,-3.3568,-0.0617,0.1824
2.7909,-12.091,-11.8645,8.8532,9.246,-1.4171,-0.9659,2.232,2.0128,-3.7545,-3.8605,-0.0989,0.1463
2.8009,-12.045,-12.3664,8.7325,9.1248,-1.8156,-2.3198,2.2159,1.9964,-3.8156,-4.0609,-0.1368,0.1067
2.8109,-12.0143,-11.4489,8.6121,9.0057,-2.2195,-1.8312,2.1957,1.9756,-3.8732,-3.6537,-0.1752,0.0681
2.8209,-11.9986,-11.9853,8.492,8.8885,-2.6262,-2.8383,2.1714,1.9523,-3.9262,-3.7689,-0.2142,0.0309
2.8309,-11.9971,-11.2241,8.372,8.7724,-3.033,-3.1336,2.1431,1.9224,-3.9736,-3.7158,-0.2537,-0.0065
2.8409,-12.0094,-11.6579,8.252,8.658,-3.4374,-3.1037,2.1108,1.8912,-4.0146,-4.4236,-0.2937,-0.0472
2.851,-12.0348,-11.9127,8.1317,8.5401,-3.8367,-3.8682,2.0744,1.8563,-4.0482,-3.3622,-0.334,-0.0861
2.861,-12.0726,-12.1035,8.0111,8.42,-4.2282,-4.7999,2.0341,1.813,-4.0736,-3.5161,-0.3746,-0.1205
2.871,-12.1222,-11.8164,7.8901,8.3003,-4.6095,-4.6663,1.9898,1.7656,-4.0897,-4.1481,-0.4155,-0.1589
2.881,-12.1826,-11.8938,7.7685,8.1817,-4.9781,-4.8927,1.9419,1.7178,-4.0958,-4.13,-0.4564,-0.2003
2.891,-12.2532,-11.9739,7.6463,8.0624,-5.3314,-5.6877,1.8903,1.6649,-4.091,-4.0161,-0.4974,-0.241
2.901,-12.333,-11.9311,7.5233,7.9428,-5.6672,-5.9974,1.8353,1.6064,-4.0746,-3.9131,-0.5382,-0.2807
2.911,-12.4211,-12.2349,7.3995,7.8219,-5.9834,-6.2912,1.777,1.545,-4.0458,-3.9891,-0.5788,-0.3202
2.921,-12.5167,-12.0232,7.2748,7.7006,-6.2778,-6.711,1.7157,1.4799,-4.0039,-3.8781,-0.6191,-0.3596
2.931,-12.6187,-12.6988,7.1491,7.5769,-6.5486,-6.9309,1.6516,1.4117,-3.9482,-3.9216,-0.6589,-0.3986
2.941,-12.7262,-12.6372,7.0223,7.4502,-6.794,-6.5816,1.5848,1.3441,-3.8782,-3.5519,-0.698,-0.436
2.951,-12.838,-12.5022,6.8945,7.3245,-7.0127,-7.3028,1.5158,1.2747,-3.7931,-3.3129,-0.7364,-0.4703
2.961,-12.9533,-13.0373,6.7655,7.1967,-7.2032,-6.7683,1.4447,1.2043,-3.6925,-3.4524,-0.7738,-0.5041
2.971,-13.0709,-12.9079,6.6353,7.067,-7.3645,-7.4296,1.3718,1.1333,-3.5759,-3.597,-0.8102,-0.5394
2.981,-13.1897,-12.5792,6.5039,6.9395,-7.4958,-7.421,1.2975,1.059,-3.443,-3.3035,-0.8453,-0.5739
2.991,-13.3087,-13.127,6.3714,6.8109,-7.5963,-7.944,1.222,0.9822,-3.2932,-2.6775,-0.879,-0.6038
3.001,-13.4267,-13.4175,6.2377,6.6782,-7.6657,-8.0626,1.1457,0.9021,-3.1263,-3.1131,-0.9111,-0.6328
3.011,-13.5426,-13.0538,6.1028,6.5458,-7.7039,-8.1318,1.0688,0.8211,-2.942,-2.5647,-0.9414,-0.6612
3.021,-13.6552,-13.846,5.9668,6.4112,-7.7109,-7.9535,0.9917,0.7407,-2.7402,-2.7093,-0.9698,-0.6876
3.031,-13.7635,-13.713,5.8296,6.2734,-7.6871,-7.4267,0.9147,0.6637,-2.5207,-2.7655,-0.9962,-0.7149
3.041,-13.8663,-13.3965,5.6914,6.1378,-7.633,-7.5824,0.838,0.5887,-2.2833,-2.0187,-1.0202,-0.7389
3.051,-13.9625,-14.0435,5.5522,6.0005,-7.5495,-7.2626,0.7621,0.5144,-2.0282,-1.6518,-1.0417,-0.7572
3.061,-14.0509,-13.8236,5.4121,5.8612,-7.4374,-7.499,0.6871,0.4406,-1.7553,-1.1179,-1.0607,-0.7711
3.071,-14.1305,-14.0014,5.2712,5.722,-7.2982,-7.6293,0.6134,0.3649,-1.4647,-0.8947,-1.0768,-0.7811
3.081,-14.2001,-13.5799,5.1295,5.584,-7.1332,-7.0857,0.5413,0.2913,-1.1566,-0.2382,-1.0899,-0.7868
3.091,-14.2587,-14.5353,4.9871,5.4434,-6.944,-6.9116,0.4709,0.2213,-0.8312,-0.1704,-1.0998,-0.7889
3.101,-14.3052,-14.3177,4.8443,5.2991,-6.7325,-6.8787,0.4025,0.1523,-0.4887,-0.2711,-1.1064,-0.7911
3.111,-14.3386,-14.2861,4.701,5.156,-6.5006,-6.588,0.3363,0.085,-0.1296,-0.0466,-1.1095,-0.7927
3.121,-14.3579,-14.0957,4.5575,5.0141,-6.2504,-6.0768,0.2725,0.0216,0.2457,0.2435,-1.1089,-0.7917
3.131,-14.362,-14.0464,4.4138,4.8733,-5.9842,-5.3911,0.2113,-0.0357,0.6369,0.5324,-1.1045,-0.7878
3.141,-14.3499,-14.0729,4.2702,4.7327,-5.7043,-6.2211,0.1528,-0.0938,1.0434,1.6048,-1.0961,-0.7771
3.1511,-14.3209,-13.7452,4.1268,4.5935,-5.4131,-5.4466,0.0972,-0.1522,1.4646,1.2767,-1.0836,-0.7627
3.1611,-14.274,-13.9224,3.9838,4.4551,-5.113,-5.7575,0.0446,-0.2082,1.9,1.7591,-1.0668,-0.7475
3.1711,-14.2083,-14.4426,3.8413,4.3133,-4.8067,-4.6934,-0.005,-0.2605,2.3488,2.59,-1.0455,-0.7257
3.1811,-14.1231,-14.4066,3.6996,4.169,-4.4966,-4.0434,-0.0516,-0.3042,2.8102,3.1424,-1.0197,-0.6971
3.1911,-14.0175,-14.0288,3.5589,4.0268,-4.1852,-4.4248,-0.095,-0.3465,3.2837,2.7575,-0.9892,-0.6676
3.2011,-13.8909,-13.8986,3.4193,3.8871,-3.8751,-3.8638,-0.1353,-0.388,3.7682,3.8619,-0.9539,-0.6345
3.2111,-13.7426,-13.7236,3.2811,3.7489,-3.5688,-3.6021,-0.1725,-0.4253,4.2631,4.0309,-0.9138,-0.595
3.2211,-13.5719,-13.1073,3.1444,3.6147,-3.2685,-3.6596,-0.2067,-0.4617,4.7672,4.9742,-0.8686,-0.5499
3.2311,-13.3784,-13.4177,3.0096,3.482,-2.9766,-3.2117,-0.238,-0.496,5.2799,5.1912,-0.8184,-0.4991
3.2411,-13.1614,-12.6787,2.8769,3.3515,-2.6953,-2.9789,-0.2663,-0.527,5.7999,6.1382,-0.7629,-0.4424
3.2511,-12.9205,-12.4259,2.7465,3.226,-2.4266,-2.6499,-0.292,-0.5551,6.3264,6.1934,-0.7023,-0.3808
3.2611,-12.6554,-12.4961,2.6185,3.1013,-2.1725,-2.7012,-0.315,-0.5819,6.8583,7.2695,-0.6363,-0.3134
3.2711,-12.3657,-12.372,2.4934,2.9769,-1.9346,-1.8859,-0.3355,-0.6049,7.3945,7.7814,-0.5651,-0.2381
3.2811,-12.051,-11.5146,2.3713,2.8574,-1.7145,-1.8008,-0.3538,-0.6233,7.934,8.0961,-0.4884,-0.1587
3.2911,-11.7113,-11.815,2.2524,2.7408,-1.5135,-1.3716,-0.3699,-0.6392,8.4757,8.0877,-0.4063,-0.0778
3.3011,-11.3462,-11.0526,2.1371,2.6264,-1.333,-1.0332,-0.3841,-0.6512,9.0183,8.6139,-0.3188,0.0058
3.3111,-10.9558,-10.724,2.0255,2.5175,-1.1737,-1.0737,-0.3967,-0.6617,9.5609,9.3587,-0.2259,0.0957
3.3211,-10.5399,-10.0007,1.918,2.4138,-1.0364,-1.5517,-0.4077,-0.6749,10.1022,10.0191,-0.1275,0.1926
3.3311,-10.0987,-9.8411,1.8148,2.3146,-0.9216,-0.8687,-0.4175,-0.687,10.641,10.3411,-0.0238,0.2944
3.3411,-9.6322,-9.4758,1.7161,2.218,-0.8296,-0.5462,-0.4263,-0.694,11.1763,11.8695,0.0853,0.4055
3.3511,-9.1405,-8.6739,1.6222,2.1272,-0.7603,-0.3227,-0.4342,-0.6984,11.7069,11.762,0.1998,0.5237
3.3611,-8.6239,-8.5879,1.5334,2.0408,-0.7137,-0.6072,-0.4416,-0.703,12.2316,11.9632,0.3195,0.6424
3.3711,-8.0826,-7.7639,1.4498,1.959,-0.6893,-0.7726,-0.4486,-0.7099,12.7493,12.7681,0.4445,0.7661
3.3811,-7.5171,-7.3273,1.3718,1.8836,-0.6863,-1.3152,-0.4555,-0.7204,13.2588,13.4061,0.5746,0.897
3.3911,-6.9276,-6.7672,1.2995,1.8131,-0.704,-0.4719,-0.4625,-0.7293,13.7591,13.7928,0.7097,1.033
3.4011,-6.3148,-6.6095,1.2333,1.7462,-0.7413,-0.7456,-0.4697,-0.7354,14.249,13.9161,0.8498,1.1716
3.4111,-5.6791,-5.5303,1.1733,1.6854,-0.7969,-1.3987,-0.4774,-0.7461,14.7275,14.6154,0.9947,1.3143
3.4211,-5.021,-5.1743,1.1198,1.6319,-0.8692,-1.3283,-0.4857,-0.7598,15.1934,14.9434,1.1444,1.4622
3.4311,-4.3414,-4.0324,1.073,1.5859,-0.9567,-1.3601,-0.4948,-0.7732,15.6458,15.5933,1.2986,1.6149
3.4411,-3.6408,-2.7798,1.033,1.5518,-1.0576,-1.0089,-0.5049,-0.7851,16.0837,15.8596,1.4573,1.7722
3.4512,-2.92,-2.8378,1.0002,1.5237,-1.17,-1.5868,-0.5161,-0.7981,16.5061,16.6861,1.6203,1.935
3.4612,-2.1799,-1.755,0.9747,1.5007,-1.2917,-1.3571,-0.5284,-0.8128,16.9121,16.6822,1.7875,2.1019
3.4712,-1.4213,-0.9687,0.9567,1.4871,-1.4205,-1.4335,-0.5419,-0.8267,17.3008,17.7824,1.9586,2.2743
3.4812,-0.6452,-0.8408,0.9464,1.478,-1.5544,-1.5497,-0.5568,-0.8417,17.6714,17.7637,2.1335,2.4521
3.4912,0.1475,0.5099,0.9439,1.4764,-1.6909,-1.7559,-0.5731,-0.8582,18.023,18.8024,2.312,2.6349
3.5012,0.9557,1.0111,0.9494,1.484,-1.8277,-2.0872,-0.5907,-0.8774,18.3549,18.929,2.494,2.8237
3.5112,1.7784,1.7964,0.9631,1.498,-1.9624,-1.822,-0.6096,-0.897,18.6664,18.9029,2.6792,3.0129
3.5212,2.6145,3.0106,0.985,1.5221,-2.0927,-2.4622,-0.6299,-0.9184,18.9569,19.4341,2.8673,3.2046
3.5312,3.4628,3.446,1.0154,1.5544,-2.2163,-2.4084,-0.6514,-0.9428,19.2257,19.8139,3.0583,3.4009
3.5412,4.3221,4.3195,1.0544,1.5932,-2.3308,-2.7595,-0.6742,-0.9686,19.4724,19.1294,3.2519,3.5957
3.5512,5.1912,5.5686,1.102,1.6427,-2.434,-2.1762,-0.698,-0.9933,19.6964,19.708,3.4478,3.79
3.5612,6.0689,6.6059,1.1583,1.7036,-2.5238,-2.9887,-0.7228,-1.0191,19.8973,19.8097,3.6458,3.9876
3.5712,6.9539,7.1239,1.2234,1.7722,-2.5983,-2.3464,-0.7484,-1.0458,20.0747,20.0714,3.8457,4.1871
3.5812,7.8448,8.195,1.2974,1.8489,-2.6554,-2.4526,-0.7747,-1.0698,20.2284,20.3841,4.0473,4.3894
3.5912,8.7404,8.4648,1.3804,1.9322,-2.6935,-2.5745,-0.8015,-1.095,20.358,20.0651,4.2503,4.5918
3.6012,9.6392,9.7588,1.4723,2.0233,-2.7111,-2.7805,-0.8285,-1.1217,20.4635,20.5553,4.4545,4.7949
3.6112,10.54,10.824,1.5732,2.1263,-2.7066,-2.7473,-0.8556,-1.1494,20.5447,20.7679,4.6596,5.0016
3.6212,11.4412,11.3383,1.6832,2.2371,-2.6789,-2.9671,-0.8825,-1.178,20.6015,20.4804,4.8654,5.2079
3.6312,12.3416,12.685,1.8021,2.3573,-2.627,-3.3638,-0.9091,-1.2096,20.6339,20.2459,5.0716,5.4116
3.6412,13.2397,13.4743,1.9301,2.4881,-2.5502,-2.4313,-0.935,-1.2386,20.6421,20.8325,5.2781,5.6171
3.6512,14.1341,14.3699,2.067,2.6274,-2.4479,-2.2671,-0.96,-1.2621,20.626,20.6063,5.4845,5.8243
3.6612,15.0234,15.5289,2.2128,2.7769,-2.3197,-2.3668,-0.9838,-1.2853,20.5861,20.4642,5.6906,6.0298
3.6712,15.9062,16.4359,2.3675,2.9368,-2.1655,-2.3455,-1.0062,-1.3089,20.5224,20.0541,5.8962,6.2324
3.6812,16.7811,16.5665,2.531,3.1019,-1.9856,-2.679,-1.027,-1.334,20.4354,20.3315,6.1011,6.4344
3.6912,17.6467,17.6001,2.7032,3.2728,-1.7802,-1.5764,-1.0458,-1.3553,20.3253,20.3445,6.305,6.6379
3.7012,18.5016,18.8131,2.884,3.4549,-1.55,-1.9322,-1.0625,-1.3728,20.1927,20.3575,6.5076,6.8415
3.7112,19.3444,19.4041,3.0733,3.646,-1.2959,-1.361,-1.0767,-1.3893,20.038,20.2897,6.7089,7.0448
3.7212,20.1739,20.9209,3.271,3.8477,-1.0189,-1.3149,-1.0883,-1.4027,19.8618,19.6489,6.9084,7.2445
3.7312,20.9886,21.4703,3.4769,4.0598,-0.7202,-1.0508,-1.097,-1.4145,19.6647,19.6266,7.1061,7.441
3.7412,21.7872,21.691,3.6908,4.2756,-0.4014,-0.1303,-1.1026,-1.4204,19.4473,19.3034,7.3017,7.6357
3.7513,22.5686,22.4918,3.9127,4.4966,-0.0641,-0.2883,-1.1049,-1.4225,19.2104,19.3212,7.4951,7.8289
3.7613,23.3314,23.1018,4.1422,4.7247,0.2898,0.2699,-1.1038,-1.4226,18.9546,18.8465,7.686,8.0198
3.7713,24.0744,24.3359,4.3793,4.9619,0.6583,0.7256,-1.0991,-1.4176,18.6809,18.726,7.8742,8.2077
3.7813,24.7965,24.7649,4.6238,5.2075,1.0392,0.5271,-1.0906,-1.4114,18.3899,18.1895,8.0596,8.3923
3.7913,25.4965,25.4438,4.8753,5.4587,1.4303,1.17,-1.0782,-1.4029,18.0827,18.3036,8.2421,8.5749
3.8013,26.1733,25.9437,5.1338,5.7157,1.829,1.7548,-1.0619,-1.3882,17.7601,18.4767,8.4213,8.7588
3.8113,26.8259,27.2428,5.3988,5.9817,2.2331,2.015,-1.0416,-1.3694,17.423,17.3062,8.5973,8.9378
3.8213,27.4533,27.3792,5.6703,6.2549,2.6398,2.3643,-1.0172,-1.3475,17.0725,16.4868,8.7698,9.1068
3.8313,28.0544,27.9327,5.948,6.5316,3.0466,2.6127,-0.9888,-1.3226,16.7096,16.6372,8.9388,9.2725
3.8413,28.6284,28.2125,6.2315,6.8124,3.4508,3.2325,-0.9563,-1.2934,16.3353,16.4212,9.1041,9.4378
3.8513,29.1745,29.446,6.5206,7.1008,3.8499,3.6243,-0.9198,-1.2591,15.9507,15.7556,9.2656,9.5988
3.8613,29.6919,29.911,6.815,7.3976,4.2411,4.248,-0.8793,-1.2197,15.5567,15.5293,9.4232,9.7552
3.8713,30.1797,30.549,7.1145,7.7,4.622,4.8896,-0.835,-1.174,15.1546,15.4044,9.5768,9.91
3.8813,30.6373,31.218,7.4187,8.009,4.9901,5.3301,-0.7869,-1.1229,14.7454,14.6603,9.7263,10.0603
3.8913,31.0641,31.2763,7.7273,8.3216,5.3429,6.2185,-0.7352,-1.0651,14.3302,14.2075,9.8717,10.2047
3.9013,31.4596,31.5063,8.04,8.6356,5.6781,6.0352,-0.6801,-1.0038,13.9102,14.4604,10.013,10.3481
3.9113,31.8232,31.4921,8.3565,8.9507,5.9935,5.8831,-0.6217,-0.9442,13.4864,13.5966,10.15,10.4884
3.9213,32.1545,32.3368,8.6765,9.2699,6.2872,6.6023,-0.5603,-0.8818,13.06,12.6025,10.2828,10.6195
3.9313,32.4531,32.7089,8.9997,9.5953,6.5572,6.9508,-0.4961,-0.814,12.632,12.6408,10.4113,10.7457
3.9413,32.7187,32.9458,9.3256,9.9236,6.8018,6.917,-0.4292,-0.7446,12.2036,12.0976,10.5355,10.8695
3.9513,32.9511,32.5169,9.6541,10.2511,7.0195,6.6808,-0.3601,-0.6766,11.7759,12.2436,10.6555,10.9912
3.9613,33.1501,33.6708,9.9847,10.5821,7.2091,7.3845,-0.2889,-0.6062,11.3498,11.1174,10.7711,11.1081
3.9713,33.3156,33.652,10.3171,10.9188,7.3694,7.2996,-0.216,-0.5328,10.9265,11.1943,10.8825,11.2197
3.9813,33.4476,33.4806,10.6511,11.2546,7.4996,6.613,-0.1417,-0.4632,10.507,11.2459,10.9898,11.3319
3.9913,33.546,33.6107,10.9861,11.5902,7.5991,7.6282,-0.0661,-0.392,10.0923,10.1081,11.0928,11.4387
4.0013,33.611,33.1849,11.322,11.9243,7.6675,7.7268,0.0102,-0.3152,9.6834,9.881,11.1917,11.5387
4.0113,33.6427,33.8896,11.6584,12.2598,7.7046,7.6591,0.0871,-0.2382,9.2811,9.5231,11.2865,11.6357
4.0213,33.6414,33.6883,11.995,12.5978,7.7106,7.6726,0.1642,-0.1615,8.8864,9.2454,11.3774,11.7296
4.0313,33.6073,33.4182,12.3313,12.9334,7.6858,7.6136,0.2412,-0.0851,8.5002,8.5137,11.4644,11.8184
4.0413,33.5408,34.2831,12.6672,13.272,7.6307,7.5313,0.3178,-0.0093,8.1232,8.173,11.5475,11.9019
4.0514,33.4423,34.0558,13.0022,13.6138,7.5462,8.0502,0.3937,0.0686,7.7564,7.2813,11.6269,11.9792
4.0614,33.3123,33.6795,13.3361,13.9526,7.4332,6.8478,0.4687,0.1431,7.4003,7.6303,11.7028,12.0538
