time_s,true_distance_mm,echo_time_us,measured_mm,noisy_mm
26.6789,52.803,303.235,52.803,52.803
26.6889,52.481,301.381,52.481,52.481
26.6989,52.114,299.275,52.114,52.114
26.7089,51.709,296.952,51.709,51.709
26.7189,51.274,294.45,51.274,51.274
26.7289,50.814,291.81,50.814,50.814
26.7389,50.338,289.075,50.338,50.338
26.7489,49.853,286.29,49.853,49.853
26.7589,49.367,283.499,49.367,49.367
26.7689,48.888,280.75,48.888,48.888
26.7789,48.424,278.085,48.424,48.424
26.7889,47.983,275.55,47.983,47.983
26.7989,47.571,273.185,47.571,47.571
26.8089,47.195,271.029,47.195,47.195
26.8189,46.862,269.117,46.862,46.862
26.8289,46.578,267.482,46.578,46.578
26.8389,46.346,266.151,46.346,46.346
26.8489,46.171,265.145,46.171,46.171
26.859,46.055,264.482,46.055,46.055
26.869,46.002,264.175,46.002,46.002
26.879,46.011,264.229,46.011,46.011
26.889,46.084,264.645,46.084,46.084
26.899,46.218,265.419,46.218,46.218
26.909,46.413,266.538,46.413,46.413
26.919,46.666,267.987,46.666,46.666
26.929,46.972,269.745,46.972,46.972
26.939,47.327,271.785,47.327,47.327
26.949,47.726,274.077,47.726,47.726
26.959,48.163,276.585,48.163,48.163
26.969,48.631,279.272,48.631,48.631
26.979,49.123,282.097,49.123,169.327
26.989,49.631,285.016,49.631,49.631
26.999,50.148,287.986,50.148,50.148
27.009,50.666,290.96,50.666,50.666
27.019,51.177,293.893,51.177,51.177
27.029,51.673,296.74,51.673,51.673
27.039,52.146,299.458,52.146,52.146
27.049,52.589,302.005,52.589,52.589
27.059,52.996,304.343,52.996,52.996
27.069,53.361,306.436,53.361,53.361
27.079,53.677,308.253,53.677,53.677
27.089,53.941,309.766,53.941,53.941
27.099,54.147,310.952,54.147,54.147
27.109,54.294,311.796,54.294,54.294
27.119,54.379,312.284,54.379,54.379
27.129,54.401,312.411,54.401,54.401
27.139,54.36,312.175,54.36,54.36
27.149,54.257,311.583,54.257,54.257
27.1591,54.094,310.645,54.094,54.094
27.1691,53.873,309.377,53.873,53.873
27.1791,53.598,307.8,53.598,53.598
27.1891,53.275,305.942,53.275,-67.223
27.1991,52.907,303.832,52.907,52.907
27.2091,52.502,301.506,52.502,52.502
27.2191,52.066,299.001,52.066,52.066
27.2291,51.606,296.359,51.606,51.606
27.2391,51.13,293.623,51.13,51.13
27.2491,50.645,290.837,50.645,50.645
27.2591,50.159,288.047,50.159,50.159
27.2691,49.68,285.298,49.68,49.68
27.2791,49.217,282.636,49.217,49.217
27.2891,48.775,280.103,48.775,48.775
27.2991,48.364,277.741,48.364,48.364
27.3091,47.989,275.589,47.989,-19.357
27.3191,47.657,273.682,47.657,47.657
27.3291,47.373,272.052,47.373,47.373
27.3391,47.142,270.725,47.142,47.142
27.3491,46.968,269.725,46.968,46.968
27.3591,46.854,269.068,46.854,46.854
27.3691,46.802,268.767,46.802,46.802
27.3791,46.812,268.827,46.812,46.812
27.3891,46.885,269.25,46.885,46.885
27.3991,47.021,270.029,47.021,47.021
27.4091,47.217,271.153,47.217,47.217
27.4191,47.47,272.608,47.47,47.47
27.4291,47.777,274.371,47.777,47.777
27.4391,48.133,276.415,48.133,48.133
27.4491,48.533,278.711,48.533,48.533
27.4592,48.97,281.223,48.97,48.97
27.4692,49.439,283.912,49.439,49.439
27.4792,49.931,286.739,49.931,49.931
27.4892,50.44,289.66,50.44,50.44
27.4992,50.957,292.63,50.957,191.181
27.5092,51.475,295.603,51.475,51.475
27.5192,51.985,298.535,51.985,51.985
27.5292,52.481,301.381,52.481,52.481
27.5392,52.953,304.096,52.953,52.953
27.5492,53.396,306.64,53.396,53.396
27.5592,53.803,308.974,53.803,53.803
27.5692,54.167,311.063,54.167,54.167
27.5792,54.482,312.875,54.482,54.482
27.5892,54.745,314.382,54.745,54.745
27.5992,54.95,315.563,54.95,54.95
27.6092,55.096,316.401,55.096,55.096
27.6192,55.18,316.883,55.18,55.18
27.6292,55.201,317.004,55.201,55.201
27.6392,55.159,316.762,55.159,55.159
27.6492,55.055,316.164,55.055,55.055
27.6592,54.891,315.22,54.891,54.891
27.6692,54.669,313.947,54.669,54.669
27.6792,54.393,312.366,54.393,54.393
27.6892,54.069,310.503,54.069,54.069
27.6992,53.701,308.389,53.701,53.701
27.7092,53.295,306.059,53.295,53.295
27.7192,52.859,303.552,52.859,52.859
27.7292,52.398,300.908,52.398,52.398
27.7392,51.922,298.171,51.922,60.028
27.7492,51.437,295.385,51.437,51.437
27.7593,50.951,292.595,50.951,50.951
27.7693,50.472,289.847,50.472,50.472
27.7793,50.009,287.187,50.009,50.009
27.7893,49.568,284.656,49.568,49.568
27.7993,49.158,282.298,49.158,49.158
27.8093,48.784,280.149,48.784,48.784
27.8193,48.452,278.247,48.452,48.452
27.8293,48.169,276.621,48.169,48.169
27.8393,47.939,275.3,47.939,47.939
27.8493,47.766,274.306,47.766,47.766
27.8593,47.653,273.655,47.653,47.653
27.8693,47.601,273.359,47.601,47.601
27.8793,47.613,273.426,47.613,47.613
27.8893,47.687,273.854,47.687,47.687
27.8993,47.824,274.639,47.824,47.824
27.9093,48.021,275.769,48.021,48.021
27.9193,48.275,277.229,48.275,48.275
27.9293,48.583,278.997,48.583,48.583
27.9393,48.94,281.046,48.94,48.94
27.9493,49.34,283.345,49.34,49.34
27.9593,49.778,285.86,49.778,49.778
27.9693,50.247,288.553,50.247,50.247
27.9793,50.739,291.381,50.739,50.739
27.9893,51.248,294.303,51.248,51.248
27.9993,51.765,297.273,51.765,51.765
28.0093,52.283,300.247,52.283,52.283
28.0193,52.794,303.178,52.794,52.794
28.0293,53.289,306.021,53.289,53.289
28.0393,53.761,308.734,53.761,53.761
28.0493,54.204,311.275,54.204,54.204
28.0594,54.609,313.605,54.609,54.609
28.0694,54.972,315.69,54.972,54.972
28.0794,55.287,317.496,55.287,55.287
28.0894,55.549,318.999,55.549,55.549
28.0994,55.753,320.174,55.753,55.753
28.1094,55.898,321.006,55.898,60.026
28.1194,55.981,321.482,55.981,55.981
28.1294,56.001,321.597,56.001,56.001
28.1394,55.958,321.35,55.958,120.92
28.1494,55.853,320.746,55.853,62.941
28.1594,55.687,319.796,55.687,55.687
28.1694,55.465,318.517,55.465,55.465
28.1794,55.188,316.931,55.188,55.188
28.1894,54.863,315.063,54.863,54.863
28.1994,54.495,312.946,54.495,54.495
28.2094,54.088,310.613,54.088,54.088
28.2194,53.651,308.103,53.651,53.651
28.2294,53.191,305.457,53.191,53.191
28.2394,52.714,302.719,52.714,52.714
28.2494,52.228,299.932,52.228,52.228
28.2594,51.743,297.143,51.743,51.743
28.2694,51.264,294.396,51.264,51.264
28.2794,50.801,291.738,50.801,50.801
28.2894,50.361,289.21,50.361,50.361
28.2994,49.951,286.854,49.951,49.951
28.3094,49.578,284.71,49.578,49.578
28.3194,49.247,282.811,49.247,49.247
28.3294,48.965,281.191,48.965,48.965
28.3394,48.736,279.875,48.736,48.736
28.3494,48.564,278.886,48.564,48.564
28.3595,48.451,278.241,48.451,48.451
28.3695,48.401,277.952,48.401,48.401
28.3795,48.413,278.024,48.413,48.413
28.3895,48.489,278.458,48.489,48.489
28.3995,48.627,279.249,48.627,-41.841
28.4095,48.825,280.385,48.825,48.825
28.4195,49.08,281.85,49.08,49.08
28.4295,49.388,283.623,49.388,49.388
28.4395,49.746,285.676,49.746,49.746
28.4495,50.147,287.98,50.147,50.147
28.4595,50.586,290.498,50.586,50.586
28.4695,51.055,293.193,51.055,51.055
28.4795,51.548,296.024,51.548,51.548
28.4895,52.057,298.947,52.057,52.057
28.4995,52.574,301.917,52.574,52.574
28.5095,53.092,304.89,53.092,53.092
28.5195,53.602,307.82,53.602,53.602
28.5295,54.097,310.662,54.097,54.097
28.5395,54.569,313.372,54.569,54.569
28.5495,55.011,315.91,55.011,55.011
28.5595,55.416,318.236,55.416,55.416
28.5695,55.778,320.316,55.778,55.778
28.5795,56.092,322.118,56.092,56.092
28.5895,56.352,323.615,56.352,56.352
28.5995,56.556,324.785,56.556,56.556
28.6095,56.7,325.611,56.7,56.7
28.6195,56.782,326.081,56.782,56.782
28.6295,56.801,326.19,56.801,56.801
28.6395,56.757,325.937,56.757,56.757
28.6495,56.65,325.327,56.65,56.65
28.6596,56.484,324.371,56.484,56.484
28.6696,56.26,323.087,56.26,56.26
28.6796,55.983,321.496,55.983,55.983
28.6896,55.657,319.624,55.657,55.657
28.6996,55.288,317.503,55.288,-36.169
28.7096,54.881,315.167,54.881,54.881
28.7196,54.444,312.654,54.444,54.444
28.7296,53.983,310.007,53.983,-60.187
28.7396,53.506,307.267,53.506,53.506
28.7496,53.02,304.48,53.02,53.02
28.7596,52.535,301.691,52.535,52.535
28.7696,52.057,298.945,52.057,52.057
28.7796,51.594,296.288,51.594,51.594
28.7896,51.154,293.763,51.154,51.154
28.7996,50.745,291.411,50.745,-14.952
28.8096,50.372,289.27,50.372,50.372
28.8196,50.042,287.376,50.042,50.042
28.8296,49.761,285.76,49.761,49.761
28.8396,49.532,284.45,49.532,49.532
28.8496,49.361,283.467,49.361,49.361
28.8596,49.25,282.827,49.25,49.25
28.8696,49.201,282.544,49.201,-22.629
28.8796,49.214,282.622,49.214,49.214
28.8896,49.291,283.063,49.291,49.291
28.8996,49.43,283.859,49.43,49.43
28.9096,49.628,285.001,49.628,49.628
28.9196,49.884,286.472,49.884,49.884
28.9296,50.194,288.249,50.194,50.194
28.9396,50.552,290.307,50.552,50.552
28.9496,50.954,292.614,50.954,50.954
28.9597,51.393,295.136,51.393,51.393
28.9697,51.863,297.833,51.863,51.863
28.9797,52.356,300.666,52.356,52.356
28.9897,52.865,303.59,52.865,52.865
28.9997,53.383,306.561,53.383,53.383
29.0097,53.9,309.534,53.9,53.9
29.0197,54.41,312.462,54.41,54.41
29.0297,54.905,315.302,54.905,54.905
29.0397,55.376,318.01,55.376,55.376
29.0497,55.818,320.545,55.818,55.818
29.0597,56.222,322.867,56.222,56.222
29.0697,56.584,324.943,56.584,56.584
29.0797,56.897,326.74,56.897,56.897
29.0897,57.156,328.232,57.156,57.156
29.0997,57.359,329.396,57.359,57.359
29.1097,57.502,330.216,57.502,57.502
29.1197,57.583,330.68,57.583,57.583
29.1297,57.601,330.783,57.601,57.601
29.1397,57.555,330.523,57.555,57.555
29.1497,57.448,329.908,57.448,57.448
29.1597,57.281,328.947,57.281,57.281
29.1697,57.056,327.657,57.056,57.056
29.1797,56.778,326.061,56.778,56.778
29.1897,56.452,324.185,56.452,167.092
29.1997,56.082,322.06,56.082,56.082
29.2097,55.674,319.72,55.674,55.674
29.2197,55.236,317.205,55.236,-91.963
29.2297,54.775,314.556,54.775,54.775
29.2397,54.298,311.815,54.298,54.298
29.2497,53.812,309.027,53.812,53.812
29.2598,53.327,306.239,53.327,53.327
29.2698,52.849,303.494,52.849,52.849
29.2798,52.386,300.839,52.386,52.386
29.2898,51.947,298.316,51.947,51.947
29.2998,51.538,295.967,51.538,51.538
29.3098,51.166,293.831,51.166,51.166
29.3198,50.837,291.941,50.837,50.837
29.3298,50.556,290.33,50.556,50.556
29.3398,50.329,289.025,50.329,50.329
29.3498,50.159,288.047,50.159,50.159
29.3598,50.049,287.414,50.049,50.049
29.3698,50.0,287.137,50.0,50.0
29.3798,50.015,287.221,50.015,50.015
29.3898,50.093,287.667,50.093,50.093
29.3998,50.232,288.47,50.232,151.04
29.4098,50.432,289.617,50.432,50.432
29.4198,50.689,291.093,50.689,50.689
29.4298,51.0,292.875,51.0,51.0
29.4398,51.359,294.938,51.359,51.359
29.4498,51.761,297.249,51.761,51.761
29.4598,52.201,299.774,52.201,52.201
29.4698,52.671,302.474,52.671,52.671
29.4798,53.165,305.308,53.165,53.165
29.4898,53.674,308.233,53.674,53.674
29.4998,54.191,311.205,54.191,54.191
29.5098,54.709,314.177,54.709,54.709
29.5198,55.219,317.105,55.219,55.219
29.5298,55.713,319.943,55.713,55.713
29.5398,56.184,322.648,56.184,56.184
29.5498,56.625,325.179,56.625,56.625
29.5599,57.029,327.498,57.029,57.029
29.5699,57.389,329.569,57.389,57.389
29.5799,57.701,331.362,57.701,-69.714
29.5899,57.96,332.848,57.96,57.96
29.5999,58.162,334.007,58.162,58.162
29.6099,58.304,334.821,58.304,58.304
29.6199,58.383,335.279,58.383,58.383
29.6299,58.4,335.376,58.4,58.4
29.6399,58.354,335.11,58.354,58.354
29.6499,58.246,334.489,58.246,58.246
29.6599,58.078,333.522,58.078,58.078
29.6699,57.852,332.227,57.852,57.852
29.6799,57.573,330.626,57.573,57.573
29.6899,57.246,328.746,57.246,57.246
29.6999,56.875,326.617,56.875,56.875
29.7099,56.467,324.274,56.467,56.467
29.7199,56.029,321.756,56.029,56.029
29.7299,55.567,319.105,55.567,55.567
29.7399,55.09,316.363,55.09,55.09
29.7499,54.604,313.575,54.604,54.604
29.7599,54.119,310.787,54.119,54.119
29.7699,53.641,308.044,53.641,53.641
29.7799,53.179,305.39,53.179,53.179
29.7899,52.74,302.87,52.74,52.74
29.7999,52.331,300.524,52.331,52.331
29.8099,51.96,298.391,51.96,51.96
29.8199,51.632,296.506,51.632,51.632
29.8299,51.352,294.9,51.352,51.352
29.8399,51.126,293.6,51.126,51.126
29.8499,50.956,292.628,50.956,50.956
29.86,50.847,292.001,50.847,50.847
29.87,50.8,291.729,50.8,50.8
29.88,50.816,291.82,50.816,50.816
29.89,50.894,292.272,50.894,50.894
29.9,51.035,293.08,51.035,51.035
29.91,51.236,294.233,51.236,51.236
29.92,51.494,295.714,51.494,51.494
29.93,51.805,297.502,51.805,51.805
29.94,52.165,299.568,52.165,52.165
29.95,52.568,301.883,52.568,52.568
29.96,53.008,304.411,53.008,53.008
29.97,53.479,307.114,53.479,53.479
29.98,53.973,309.95,53.973,53.973
29.99,54.482,312.877,54.482,54.482
30.0,55.0,315.849,55.0,55.0
